# BLASTP 2.16.0+
# Query: A2Y4S9
# Database: ../data/citrocromeC_seq_hmmr_cuted.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 98 hits found
A2Y4S9	A2Y4S9	100.000	112	0	0	1	112	1	112	7.42e-85	234
A2Y4S9	P00054	91.892	111	9	0	2	112	1	111	1.53e-78	218
A2Y4S9	P00051	92.793	111	8	0	2	112	1	111	2.88e-78	218
A2Y4S9	P00052	91.892	111	9	0	2	112	1	111	3.55e-78	217
A2Y4S9	P00061	92.793	111	8	0	2	112	1	111	6.43e-78	217
A2Y4S9	P00056	91.892	111	9	0	2	112	1	111	7.50e-78	216
A2Y4S9	P00065	90.991	111	10	0	2	112	1	111	1.23e-77	216
A2Y4S9	O22642	91.071	112	10	0	1	112	1	112	3.93e-77	215
A2Y4S9	P00060	91.892	111	9	0	2	112	1	111	4.29e-77	214
A2Y4S9	P00062	90.090	111	11	0	2	112	1	111	2.02e-76	213
A2Y4S9	P00059	88.288	111	13	0	2	112	1	111	6.12e-76	212
A2Y4S9	P00058	88.288	111	13	0	2	112	1	111	7.13e-76	211
A2Y4S9	P00070	88.393	112	13	0	1	112	1	112	1.57e-75	211
A2Y4S9	P00057	88.288	111	13	0	2	112	1	111	1.74e-75	211
A2Y4S9	P00068	90.090	111	11	0	2	112	1	111	2.46e-75	210
A2Y4S9	P00063	89.189	111	12	0	2	112	1	111	2.55e-75	210
A2Y4S9	P00064	83.784	111	18	0	2	112	1	111	5.74e-75	209
A2Y4S9	P00053	83.784	111	18	0	2	112	1	111	4.52e-74	207
A2Y4S9	O23138	86.607	112	15	0	1	112	1	112	4.82e-74	207
A2Y4S9	P00067	84.685	111	17	0	2	112	1	111	4.43e-73	204
A2Y4S9	P00074	85.586	111	16	0	2	112	1	111	4.94e-73	204
A2Y4S9	P00069	81.982	111	20	0	2	112	1	111	6.23e-73	204
A2Y4S9	P00072	87.273	110	14	0	2	111	1	110	1.04e-72	203
A2Y4S9	P00073	83.636	110	18	0	2	111	1	110	2.00e-70	197
A2Y4S9	P00071	81.982	111	20	0	2	112	1	111	2.75e-70	197
A2Y4S9	P00066	77.477	111	25	0	2	112	1	111	2.26e-69	195
A2Y4S9	P00075	69.369	111	34	0	2	112	1	111	2.07e-64	182
A2Y4S9	P00040	65.714	105	36	0	7	111	3	107	2.76e-53	154
A2Y4S9	P00015	67.961	103	33	0	10	112	2	104	2.00e-52	152
A2Y4S9	P00014	65.049	103	36	0	10	112	2	104	1.26e-51	150
A2Y4S9	P00002	65.049	103	36	0	10	112	2	104	2.13e-51	149
A2Y4S9	P00018	65.049	103	36	0	10	112	2	104	2.93e-51	149
A2Y4S9	P00038	62.500	104	39	0	8	111	4	107	5.37e-51	149
A2Y4S9	P00007	65.049	103	36	0	10	112	2	104	5.41e-51	148
A2Y4S9	P00019	64.078	103	37	0	10	112	2	104	9.67e-51	148
A2Y4S9	P00039	62.857	105	39	0	7	111	3	107	1.20e-50	147
A2Y4S9	P00013	65.686	102	35	0	10	111	2	103	1.24e-50	147
A2Y4S9	P00022	65.049	103	36	0	10	112	2	104	1.48e-50	147
A2Y4S9	P00011	65.686	102	35	0	10	111	2	103	1.57e-50	147
A2Y4S9	P00036	60.952	105	41	0	7	111	3	107	1.64e-50	147
A2Y4S9	P00037	62.857	105	39	0	7	111	3	107	1.72e-50	147
A2Y4S9	P00017	63.107	103	38	0	10	112	2	104	3.30e-50	146
A2Y4S9	P00020	63.107	103	38	0	10	112	2	104	3.49e-50	146
A2Y4S9	P00008	64.078	103	37	0	10	112	2	104	3.81e-50	146
A2Y4S9	P00004	63.107	103	38	0	10	112	2	104	4.07e-50	146
A2Y4S9	P00003	62.136	103	39	0	10	112	2	104	4.20e-50	146
A2Y4S9	P00021	63.107	103	38	0	10	112	2	104	5.29e-50	146
A2Y4S9	P00012	65.686	102	35	0	10	111	2	103	5.53e-50	146
A2Y4S9	B4USV4	67.347	98	32	0	15	112	7	104	9.56e-50	145
A2Y4S9	P00026	63.107	103	38	0	10	112	2	104	1.32e-49	145
A2Y4S9	P00035	60.000	105	42	0	7	111	3	107	1.32e-49	145
A2Y4S9	P00047	60.194	103	41	0	9	111	8	110	1.46e-48	142
A2Y4S9	P00048	58.252	103	43	0	10	112	6	108	3.57e-48	141
A2Y4S9	P00028	59.223	103	42	0	10	112	2	104	4.15e-48	141
A2Y4S9	P00046	58.654	104	43	0	9	112	5	108	6.30e-48	141
A2Y4S9	P00025	62.136	103	39	0	10	112	2	104	7.44e-48	140
A2Y4S9	P00030	58.654	104	43	0	8	111	4	107	2.35e-47	139
A2Y4S9	P00029	59.804	102	41	0	10	111	2	103	2.54e-47	139
A2Y4S9	P00044	58.879	107	44	0	4	110	1	107	1.35e-46	137
A2Y4S9	P00049	60.784	102	40	0	10	111	5	106	1.52e-46	137
A2Y4S9	P00024	61.165	103	40	0	10	112	2	104	1.67e-46	137
A2Y4S9	P00031	61.165	103	40	0	10	112	2	104	2.39e-46	137
A2Y4S9	P00042	62.745	102	38	0	10	111	7	108	3.71e-46	136
A2Y4S9	P00027	58.252	103	43	0	10	112	2	104	4.57e-46	136
A2Y4S9	O93863	59.804	102	41	0	10	111	8	109	7.97e-46	135
A2Y4S9	P00032	58.824	102	42	0	10	111	1	102	1.24e-45	135
A2Y4S9	O13393	60.784	102	40	0	10	111	8	109	1.54e-45	135
A2Y4S9	P00041	58.824	102	42	0	10	111	7	108	1.77e-44	132
A2Y4S9	P00045	56.863	102	44	0	9	110	10	111	2.69e-44	132
A2Y4S9	A8WQY3	55.046	109	48	1	4	112	1	108	8.24e-44	130
A2Y4S9	P00043	60.784	102	40	0	10	111	8	109	9.98e-44	130
A2Y4S9	P00078	57.426	101	43	0	8	108	10	110	3.14e-42	127
A2Y4S9	P00076	52.525	99	46	1	10	108	1	98	3.66e-41	124
A2Y4S9	P00077	57.426	101	43	0	8	108	10	110	7.44e-41	123
A2Y4S9	A8X769	53.097	113	46	2	2	108	9	120	2.01e-40	123
A2Y4S9	P00083	51.042	96	46	1	14	109	25	119	8.53e-36	110
A2Y4S9	P00080	49.020	102	51	1	7	108	3	103	2.42e-35	109
A2Y4S9	P00082	48.571	105	53	1	3	107	16	119	1.68e-32	102
A2Y4S9	P00084	45.000	100	54	1	10	109	2	100	4.50e-32	100
A2Y4S9	D5QVH0	42.000	100	57	1	10	109	26	124	1.28e-29	95.5
A2Y4S9	P00085	44.000	100	55	1	10	109	1	99	1.14e-28	92.4
A2Y4S9	P00081	44.554	101	52	2	10	107	2	101	4.66e-28	90.9
A2Y4S9	P00079	40.594	101	57	2	8	108	10	107	2.50e-27	89.0
A2Y4S9	P00089	44.828	87	47	1	23	109	10	95	1.07e-25	84.3
A2Y4S9	P00088	44.318	88	48	1	21	108	8	94	7.81e-25	82.4
A2Y4S9	P00086	42.697	89	48	2	22	108	9	96	1.98e-21	73.6
A2Y4S9	P00087	42.697	89	48	2	22	108	10	97	2.07e-21	73.6
A2Y4S9	P00090	33.636	110	51	5	15	107	6	110	3.00e-16	60.8
A2Y4S9	D5ARP7	51.724	29	11	2	14	41	112	138	5.44e-04	28.9
A2Y4S9	A8HZ17	46.429	28	12	1	3	27	199	226	0.002	27.7
A2Y4S9	O69583	31.250	32	22	0	13	44	72	103	0.002	27.3
A2Y4S9	A4YQU0	46.429	28	14	1	15	42	114	140	0.003	26.9
A2Y4S9	M1V1V5	41.935	31	15	2	15	43	335	364	0.015	25.0
A2Y4S9	D5WYQ5	34.483	29	14	1	15	43	190	213	0.031	23.9
A2Y4S9	O50651	34.211	38	23	2	14	50	52	88	0.031	23.9
A2Y4S9	D3NRE7	33.333	21	14	0	7	27	204	224	0.14	21.9
A2Y4S9	O34215	30.000	20	14	0	11	30	313	332	0.31	21.2
A2Y4S9	O06844	28.571	28	19	1	20	47	56	82	1.2	19.2
# BLASTP 2.16.0+
# Query: A4VND9
# Database: ../data/citrocromeC_seq_hmmr_cuted.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 88 hits found
A4VND9	A4VND9	100.000	216	0	0	1	216	1	216	1.75e-161	436
A4VND9	D5WYQ6	46.108	167	90	0	41	207	37	203	4.08e-47	146
A4VND9	D3NRE7	24.510	204	107	8	32	210	112	293	2.90e-05	34.7
A4VND9	O34215	23.047	256	117	10	41	216	40	295	5.47e-05	34.3
A4VND9	D5ARP7	37.209	43	19	1	19	61	205	239	3.90e-04	31.2
A4VND9	P00032	35.294	51	21	3	21	71	2	40	6.54e-04	29.3
A4VND9	O50651	32.787	61	35	4	112	170	34	90	0.002	28.9
A4VND9	P00029	34.884	43	19	2	21	63	3	36	0.008	26.2
A4VND9	P00037	36.000	50	20	3	21	70	7	44	0.010	26.2
A4VND9	O69583	26.667	75	39	3	40	106	81	147	0.010	26.9
A4VND9	A4YQU0	26.957	115	63	4	41	146	122	224	0.015	26.6
A4VND9	P00040	33.333	45	21	2	19	63	5	40	0.016	25.4
A4VND9	O06844	25.253	99	48	5	131	214	51	138	0.021	25.4
A4VND9	B4USV4	34.000	50	19	2	25	68	7	48	0.023	25.0
A4VND9	M1V1V5	36.364	33	21	0	30	62	332	364	0.025	25.8
A4VND9	P00038	34.783	46	18	3	25	70	11	44	0.041	24.3
A4VND9	A8HZ17	33.333	54	35	1	8	61	190	242	0.043	25.0
A4VND9	D5WYQ5	25.974	77	51	3	140	212	197	271	0.049	25.0
A4VND9	P00047	40.476	42	19	2	33	68	14	55	0.051	23.9
A4VND9	P00014	35.897	39	16	2	25	63	7	36	0.051	23.9
A4VND9	P00068	38.095	42	20	1	33	68	14	55	0.059	23.9
A4VND9	P00036	35.897	39	16	2	25	63	11	40	0.079	23.5
A4VND9	P00035	35.897	39	16	2	25	63	11	40	0.081	23.5
A4VND9	P00028	28.205	39	19	2	25	63	7	36	0.084	23.5
A4VND9	P00017	33.333	39	17	2	25	63	7	36	0.092	23.1
A4VND9	P00004	33.333	39	17	2	25	63	7	36	0.099	23.1
A4VND9	P00008	33.333	39	17	2	25	63	7	36	0.12	23.1
A4VND9	P00007	33.333	39	17	2	25	63	7	36	0.12	23.1
A4VND9	P00022	33.333	39	17	2	25	63	7	36	0.12	23.1
A4VND9	P00027	30.769	39	18	2	25	63	7	36	0.13	22.7
A4VND9	P00015	33.333	39	17	2	25	63	7	36	0.14	22.7
A4VND9	P00011	33.333	39	17	2	25	63	7	36	0.14	22.7
A4VND9	P00013	33.333	39	17	2	25	63	7	36	0.14	22.7
A4VND9	P00090	34.545	55	24	3	22	73	3	48	0.14	22.7
A4VND9	P00012	33.333	39	17	2	25	63	7	36	0.14	22.7
A4VND9	P00003	30.303	33	22	1	31	63	5	36	0.15	22.7
A4VND9	P00002	29.545	44	25	1	31	68	5	48	0.16	22.7
A4VND9	P00041	36.842	38	23	1	31	68	10	46	0.17	22.3
A4VND9	P00030	47.826	23	11	1	41	63	19	40	0.18	22.3
A4VND9	P00052	29.630	54	24	2	21	68	10	55	0.18	22.3
A4VND9	P00048	35.556	45	23	2	30	68	8	52	0.20	22.3
A4VND9	P00018	30.769	39	18	2	25	63	7	36	0.20	22.3
A4VND9	P00025	30.189	53	23	2	22	68	4	48	0.21	22.3
A4VND9	P00024	33.333	39	17	2	25	63	7	36	0.23	21.9
A4VND9	P00020	30.769	39	18	2	25	63	7	36	0.23	21.9
A4VND9	O22642	32.000	50	20	2	25	68	15	56	0.23	22.3
A4VND9	P00061	32.000	50	20	2	25	68	14	55	0.24	21.9
A4VND9	P00019	30.769	39	18	2	25	63	7	36	0.25	21.9
A4VND9	P00063	36.957	46	17	2	35	68	10	55	0.26	21.9
A4VND9	P00021	30.769	39	18	2	25	63	7	36	0.26	21.9
A4VND9	P00043	35.484	31	19	1	33	63	13	42	0.29	21.9
A4VND9	P00039	33.333	39	17	2	25	63	11	40	0.32	21.6
A4VND9	P00031	35.897	39	16	2	25	63	7	36	0.33	21.6
A4VND9	P00058	38.235	34	15	1	41	68	22	55	0.34	21.6
A4VND9	O23138	38.235	34	15	1	41	68	23	56	0.36	21.6
A4VND9	P00067	38.235	34	15	1	41	68	22	55	0.36	21.6
A4VND9	P00046	33.333	33	21	1	31	63	9	40	0.41	21.6
A4VND9	P00026	30.769	39	18	2	25	63	7	36	0.42	21.2
A4VND9	P00064	32.000	50	20	2	25	68	14	55	0.43	21.6
A4VND9	P00089	43.243	37	16	3	34	70	3	34	0.46	21.2
A4VND9	P00066	29.630	54	24	2	21	68	10	55	0.51	21.2
A4VND9	P00087	30.380	79	33	6	140	214	10	70	0.61	20.8
A4VND9	P00072	29.412	51	22	2	24	68	13	55	0.76	20.8
A4VND9	P00086	27.397	73	33	4	140	208	9	65	0.77	20.4
A4VND9	A2Y4S9	30.000	50	21	2	25	68	15	56	0.79	20.4
A4VND9	P00073	35.484	31	19	1	33	63	14	43	0.82	20.4
A4VND9	P00060	30.000	50	21	2	25	68	14	55	0.82	20.4
A4VND9	P00051	30.000	50	21	2	25	68	14	55	0.84	20.4
A4VND9	P00056	30.000	50	21	2	25	68	14	55	0.87	20.4
A4VND9	P00070	30.000	50	21	2	25	68	15	56	0.94	20.4
A4VND9	P00065	30.000	50	21	2	25	68	14	55	1.1	20.0
A4VND9	A8WQY3	28.205	39	18	2	25	63	12	40	1.2	20.0
A4VND9	P00080	29.167	48	28	3	41	83	19	65	1.2	20.0
A4VND9	P00088	43.333	30	12	3	41	70	10	34	1.2	20.0
A4VND9	P00054	30.000	50	21	2	25	68	14	55	1.2	20.0
A4VND9	P00084	46.429	28	12	2	140	164	13	40	1.2	20.0
A4VND9	P00075	27.907	43	25	1	41	77	22	64	1.3	20.0
A4VND9	P00079	30.000	40	26	1	140	179	24	61	1.3	20.0
A4VND9	P00057	35.294	34	16	1	41	68	22	55	1.3	20.0
A4VND9	P00074	30.000	50	21	2	25	68	14	55	1.3	20.0
A4VND9	P00069	30.000	50	21	2	25	68	14	55	2.6	19.2
A4VND9	D5QVH0	31.429	70	32	4	1	64	1	60	2.6	19.2
A4VND9	P00053	29.630	54	16	3	25	68	14	55	2.8	18.9
A4VND9	P00071	34.211	38	11	2	41	68	22	55	3.9	18.5
A4VND9	P00059	28.302	53	24	2	22	68	11	55	4.2	18.5
