query	A2Y4S9	A4VND9	A4YQU0	A8HZ17	A8WQY3	A8X769	B4USV4	D3NRE7	D5ARP7	D5QVH0	D5WYQ5	D5WYQ6	M1V1V5	O06844	O13393	O22642	O23138	O34215	O50651	O69583	O93863	P00002	P00003	P00004	P00007	P00008	P00011	P00012	P00013	P00014	P00015	P00017	P00018	P00019	P00020	P00021	P00022	P00024	P00025	P00026	P00027	P00028	P00029	P00030	P00031	P00032	P00035	P00036	P00037	P00038	P00039	P00040	P00041	P00042	P00043	P00044	P00045	P00046	P00047	P00048	P00049	P00051	P00052	P00053	P00054	P00056	P00057	P00058	P00059	P00060	P00061	P00062	P00063	P00064	P00065	P00066	P00067	P00068	P00069	P00070	P00071	P00072	P00073	P00074	P00075	P00076	P00077	P00078	P00079	P00080	P00081	P00082	P00083	P00084	P00085	P00086	P00087	P00088	P00089	P00090
A2Y4S9	0.0	0.05714285714285714	0.0753501400560224	0.07759103641456583	0.3641456582633053	0.3445378151260504	0.4061624649859944	0.06134453781512605	0.08095238095238094	0.26750700280112044	0.06694677871148459	0.0	0.0700280112044818	0.05378151260504201	0.37815126050420167	0.6022408963585434	0.5798319327731093	0.05938375350140056	0.06694677871148459	0.07647058823529412	0.37815126050420167	0.4173669467787115	0.40896358543417366	0.40896358543417366	0.41456582633053224	0.40896358543417366	0.4117647058823529	0.40896358543417366	0.4117647058823529	0.42016806722689076	0.4257703081232493	0.40896358543417366	0.4173669467787115	0.41456582633053224	0.40896358543417366	0.40896358543417366	0.4117647058823529	0.38375350140056025	0.39215686274509803	0.4061624649859944	0.38095238095238093	0.3949579831932773	0.38935574229691877	0.38935574229691877	0.38375350140056025	0.37815126050420167	0.4061624649859944	0.4117647058823529	0.4117647058823529	0.4173669467787115	0.4117647058823529	0.43137254901960786	0.3697478991596639	0.38095238095238093	0.3641456582633053	0.38375350140056025	0.3697478991596639	0.3949579831932773	0.39775910364145656	0.3949579831932773	0.38375350140056025	0.6106442577030813	0.6078431372549019	0.5798319327731093	0.6106442577030813	0.6050420168067226	0.5910364145658263	0.5910364145658263	0.5938375350140056	0.5994397759103641	0.6078431372549019	0.5966386554621849	0.5882352941176471	0.5854341736694678	0.6050420168067226	0.5462184873949579	0.5714285714285714	0.5882352941176471	0.5714285714285714	0.5910364145658263	0.5518207282913166	0.5686274509803921	0.5518207282913166	0.5714285714285714	0.5098039215686274	0.3473389355742297	0.3445378151260504	0.3557422969187675	0.24929971988795518	0.30532212885154064	0.25462184873949584	0.2857142857142857	0.3081232492997199	0.2801120448179272	0.25882352941176473	0.2061624649859944	0.2061624649859944	0.230812324929972	0.2361344537815126	0.17030812324929973
A4VND9	0.05714285714285714	0.0	0.07450980392156863	0.0700280112044818	0.056022408963585436	0.0	0.0700280112044818	0.09719887955182073	0.08739495798319327	0.05378151260504201	0.0700280112044818	0.40896358543417366	0.07226890756302522	0.0711484593837535	0.0	0.06246498599439776	0.060504201680672276	0.09607843137254901	0.08095238095238094	0.0753501400560224	0.0	0.06358543417366946	0.06358543417366946	0.06470588235294118	0.06470588235294118	0.06470588235294118	0.06358543417366946	0.06358543417366946	0.06358543417366946	0.06694677871148459	0.06358543417366946	0.06470588235294118	0.06246498599439776	0.06134453781512605	0.06134453781512605	0.06134453781512605	0.06470588235294118	0.06134453781512605	0.06246498599439776	0.05938375350140056	0.06358543417366946	0.06582633053221289	0.07338935574229692	0.06246498599439776	0.060504201680672276	0.08207282913165266	0.06582633053221289	0.06582633053221289	0.07338935574229692	0.06806722689075631	0.060504201680672276	0.0711484593837535	0.06246498599439776	0.0	0.06134453781512605	0.0	0.0	0.060504201680672276	0.06694677871148459	0.06246498599439776	0.0484593837535014	0.05714285714285714	0.06246498599439776	0.052941176470588235	0.056022408963585436	0.05714285714285714	0.056022408963585436	0.060504201680672276	0.05182072829131653	0.05714285714285714	0.06134453781512605	0.0	0.06134453781512605	0.060504201680672276	0.056022408963585436	0.05938375350140056	0.060504201680672276	0.06694677871148459	0.05378151260504201	0.05714285714285714	0.05182072829131653	0.05826330532212885	0.05714285714285714	0.056022408963585436	0.056022408963585436	0.0	0.0	0.0	0.056022408963585436	0.056022408963585436	0.0484593837535014	0.0	0.050700280112044825	0.056022408963585436	0.050700280112044825	0.05714285714285714	0.05826330532212885	0.056022408963585436	0.05938375350140056	0.06358543417366946
A4YQU0	0.0753501400560224	0.07450980392156863	0.0	1.0	0.0700280112044818	0.07647058823529412	0.07983193277310924	0.8291316526610645	0.7226890756302521	0.0700280112044818	0.07983193277310924	0.09607843137254901	0.09915966386554621	0.06246498599439776	0.06890756302521009	0.07450980392156863	0.07759103641456583	0.08291316526610645	0.05714285714285714	0.12408963585434173	0.08207282913165266	0.07338935574229692	0.0711484593837535	0.08095238095238094	0.07983193277310924	0.07983193277310924	0.08095238095238094	0.08095238095238094	0.07983193277310924	0.07871148459383753	0.0896358543417367	0.07871148459383753	0.07871148459383753	0.07871148459383753	0.07983193277310924	0.07871148459383753	0.07983193277310924	0.08403361344537816	0.08291316526610645	0.08207282913165266	0.08095238095238094	0.08095238095238094	0.08515406162464986	0.07983193277310924	0.07983193277310924	0.08851540616246499	0.08739495798319327	0.08739495798319327	0.08515406162464986	0.08515406162464986	0.08291316526610645	0.08403361344537816	0.08739495798319327	0.07338935574229692	0.06890756302521009	0.07450980392156863	0.06806722689075631	0.0711484593837535	0.07871148459383753	0.06694677871148459	0.08403361344537816	0.07450980392156863	0.0753501400560224	0.08095238095238094	0.07450980392156863	0.07450980392156863	0.07338935574229692	0.07759103641456583	0.0753501400560224	0.07338935574229692	0.07226890756302522	0.06806722689075631	0.07450980392156863	0.07226890756302522	0.07450980392156863	0.07647058823529412	0.07450980392156863	0.07338935574229692	0.07759103641456583	0.07450980392156863	0.06890756302521009	0.07450980392156863	0.07338935574229692	0.07338935574229692	0.08095238095238094	0.05938375350140056	0.0700280112044818	0.07226890756302522	0.07450980392156863	0.06890756302521009	0.06358543417366946	0.0	0.05182072829131653	0.06134453781512605	0.060504201680672276	0.050700280112044825	0.04957983193277311	0.05490196078431373	0.06134453781512605	0.0
A8HZ17	0.07759103641456583	0.0700280112044818	1.0	0.0	0.06470588235294118	0.06582633053221289	0.07338935574229692	0.8011204481792717	0.7478991596638656	0.052941176470588235	0.08291316526610645	0.08403361344537816	0.10252100840336136	0.05490196078431373	0.0753501400560224	0.08207282913165266	0.07647058823529412	0.08403361344537816	0.05490196078431373	0.0927170868347339	0.08291316526610645	0.06582633053221289	0.06582633053221289	0.07338935574229692	0.0711484593837535	0.07226890756302522	0.0711484593837535	0.0711484593837535	0.0711484593837535	0.07647058823529412	0.0711484593837535	0.06890756302521009	0.0753501400560224	0.07338935574229692	0.06890756302521009	0.06890756302521009	0.07759103641456583	0.0711484593837535	0.07647058823529412	0.07226890756302522	0.07647058823529412	0.06806722689075631	0.07338935574229692	0.07450980392156863	0.0711484593837535	0.0700280112044818	0.07450980392156863	0.07450980392156863	0.0711484593837535	0.07338935574229692	0.07338935574229692	0.0753501400560224	0.0938375350140056	0.07338935574229692	0.07647058823529412	0.07226890756302522	0.07759103641456583	0.08207282913165266	0.07759103641456583	0.07983193277310924	0.08291316526610645	0.07450980392156863	0.0753501400560224	0.07647058823529412	0.07759103641456583	0.07983193277310924	0.08095238095238094	0.07983193277310924	0.08403361344537816	0.07871148459383753	0.07450980392156863	0.06694677871148459	0.07338935574229692	0.08095238095238094	0.07647058823529412	0.06890756302521009	0.06890756302521009	0.07871148459383753	0.0753501400560224	0.0700280112044818	0.07226890756302522	0.07871148459383753	0.07338935574229692	0.08207282913165266	0.08627450980392157	0.06890756302521009	0.06890756302521009	0.06806722689075631	0.06358543417366946	0.060504201680672276	0.05826330532212885	0.0	0.052941176470588235	0.05714285714285714	0.050700280112044825	0.05378151260504201	0.06470588235294118	0.06134453781512605	0.06890756302521009	0.05490196078431373
A8WQY3	0.3641456582633053	0.056022408963585436	0.0700280112044818	0.06470588235294118	0.0	0.5042016806722689	0.3697478991596639	0.07338935574229692	0.06358543417366946	0.22436974789915964	0.08627450980392157	0.060504201680672276	0.06806722689075631	0.06246498599439776	0.32492997198879553	0.38095238095238093	0.3585434173669468	0.06358543417366946	0.06694677871148459	0.06890756302521009	0.32212885154061627	0.3557422969187675	0.3585434173669468	0.36134453781512604	0.36694677871148457	0.37254901960784315	0.3697478991596639	0.37254901960784315	0.3641456582633053	0.3641456582633053	0.37254901960784315	0.3697478991596639	0.3641456582633053	0.3641456582633053	0.3641456582633053	0.3641456582633053	0.3753501400560224	0.37815126050420167	0.35014005602240894	0.3753501400560224	0.36134453781512604	0.37254901960784315	0.3865546218487395	0.41456582633053224	0.3557422969187675	0.3557422969187675	0.39215686274509803	0.38935574229691877	0.39215686274509803	0.4061624649859944	0.40336134453781514	0.38935574229691877	0.3081232492997199	0.3081232492997199	0.3445378151260504	0.3277310924369748	0.3137254901960784	0.33613445378151263	0.3389355742296919	0.3333333333333333	0.3389355742296919	0.3641456582633053	0.3641456582633053	0.3557422969187675	0.36694677871148457	0.36694677871148457	0.3585434173669468	0.3641456582633053	0.35294117647058826	0.36134453781512604	0.36134453781512604	0.3641456582633053	0.3641456582633053	0.3697478991596639	0.36134453781512604	0.37815126050420167	0.3865546218487395	0.3753501400560224	0.38095238095238093	0.37815126050420167	0.3697478991596639	0.37815126050420167	0.37254901960784315	0.37815126050420167	0.38375350140056025	0.33613445378151263	0.34173669467787116	0.3389355742296919	0.26106442577030814	0.2857142857142857	0.23725490196078433	0.2621848739495798	0.2801120448179272	0.23193277310924368	0.25882352941176473	0.1876750700280112	0.18655462184873947	0.2361344537815126	0.23529411764705882	0.19215686274509802
A8X769	0.3445378151260504	0.0	0.07647058823529412	0.06582633053221289	0.5042016806722689	0.0	0.35294117647058826	0.07226890756302522	0.06582633053221289	0.21036414565826328	0.07871148459383753	0.05490196078431373	0.05490196078431373	0.0	0.29971988795518206	0.3641456582633053	0.3445378151260504	0.05826330532212885	0.0	0.0700280112044818	0.31092436974789917	0.35014005602240894	0.35014005602240894	0.35014005602240894	0.35294117647058826	0.36134453781512604	0.3557422969187675	0.36134453781512604	0.35294117647058826	0.36134453781512604	0.35014005602240894	0.3585434173669468	0.36134453781512604	0.3557422969187675	0.3585434173669468	0.3557422969187675	0.3697478991596639	0.3445378151260504	0.33053221288515405	0.3557422969187675	0.35014005602240894	0.35014005602240894	0.38095238095238093	0.3753501400560224	0.36134453781512604	0.34173669467787116	0.3641456582633053	0.36134453781512604	0.36134453781512604	0.3753501400560224	0.3753501400560224	0.37815126050420167	0.2857142857142857	0.28291316526610644	0.3081232492997199	0.28851540616246496	0.3081232492997199	0.3165266106442577	0.31932773109243695	0.3137254901960784	0.3137254901960784	0.3445378151260504	0.3445378151260504	0.3445378151260504	0.3473389355742297	0.3473389355742297	0.3389355742296919	0.34173669467787116	0.33613445378151263	0.34173669467787116	0.3445378151260504	0.3445378151260504	0.33613445378151263	0.3473389355742297	0.34173669467787116	0.35294117647058826	0.3557422969187675	0.34173669467787116	0.3557422969187675	0.3557422969187675	0.3473389355742297	0.35294117647058826	0.3445378151260504	0.34173669467787116	0.3557422969187675	0.29971988795518206	0.29411764705882354	0.2913165266106443	0.25462184873949584	0.2523809523809524	0.23725490196078433	0.2599439775910364	0.25770308123249297	0.23529411764705882	0.24369747899159663	0.1854341736694678	0.18123249299719887	0.2330532212885154	0.2330532212885154	0.18459383753501402
B4USV4	0.4061624649859944	0.0700280112044818	0.07983193277310924	0.07338935574229692	0.3697478991596639	0.35294117647058826	0.0	0.06890756302521009	0.07450980392156863	0.24817927170868345	0.07647058823529412	0.0	0.06806722689075631	0.0	0.39775910364145656	0.4173669467787115	0.38935574229691877	0.0711484593837535	0.0	0.07871148459383753	0.3697478991596639	0.5462184873949579	0.5462184873949579	0.5518207282913166	0.5714285714285714	0.5742296918767507	0.5630252100840336	0.5574229691876751	0.5574229691876751	0.5602240896358543	0.5210084033613446	0.5546218487394958	0.5518207282913166	0.5490196078431373	0.5546218487394958	0.5602240896358543	0.5378151260504201	0.5378151260504201	0.5042016806722689	0.5238095238095238	0.5014005602240896	0.5098039215686274	0.4957983193277311	0.47619047619047616	0.4733893557422969	0.4481792717086835	0.5014005602240896	0.4957983193277311	0.48739495798319327	0.4733893557422969	0.5070028011204482	0.5014005602240896	0.3865546218487395	0.3865546218487395	0.39775910364145656	0.3865546218487395	0.38375350140056025	0.4369747899159664	0.42016806722689076	0.39775910364145656	0.3865546218487395	0.39775910364145656	0.39775910364145656	0.3865546218487395	0.4173669467787115	0.4005602240896359	0.41456582633053224	0.4117647058823529	0.40336134453781514	0.4117647058823529	0.42296918767507	0.39215686274509803	0.40336134453781514	0.40336134453781514	0.38935574229691877	0.40336134453781514	0.40336134453781514	0.4173669467787115	0.4061624649859944	0.39775910364145656	0.39215686274509803	0.4341736694677871	0.4061624649859944	0.4257703081232493	0.39775910364145656	0.3389355742296919	0.32492997198879553	0.33053221288515405	0.25770308123249297	0.26106442577030814	0.23193277310924368	0.2750700280112045	0.3165266106442577	0.2969187675070028	0.2750700280112045	0.20392156862745098	0.21036414565826328	0.2504201680672269	0.2599439775910364	0.17703081232492998
D3NRE7	0.06134453781512605	0.09719887955182073	0.8291316526610645	0.8011204481792717	0.07338935574229692	0.07226890756302522	0.06890756302521009	0.0	0.6554621848739496	0.08739495798319327	0.0711484593837535	0.08207282913165266	0.12072829131652661	0.06890756302521009	0.0	0.06134453781512605	0.06246498599439776	0.08851540616246499	0.06806722689075631	0.10784313725490197	0.0	0.06694677871148459	0.06694677871148459	0.07338935574229692	0.07338935574229692	0.07338935574229692	0.07338935574229692	0.07338935574229692	0.07338935574229692	0.07338935574229692	0.06246498599439776	0.0700280112044818	0.0700280112044818	0.0700280112044818	0.0711484593837535	0.0700280112044818	0.07338935574229692	0.07226890756302522	0.07450980392156863	0.07450980392156863	0.0753501400560224	0.07338935574229692	0.07759103641456583	0.08627450980392157	0.07450980392156863	0.0700280112044818	0.07983193277310924	0.07983193277310924	0.0700280112044818	0.0711484593837535	0.07647058823529412	0.07647058823529412	0.07338935574229692	0.0	0.0	0.0	0.0	0.060504201680672276	0.06694677871148459	0.06358543417366946	0.06134453781512605	0.060504201680672276	0.06134453781512605	0.06694677871148459	0.06806722689075631	0.060504201680672276	0.06694677871148459	0.06134453781512605	0.06134453781512605	0.060504201680672276	0.060504201680672276	0.0	0.06582633053221289	0.05938375350140056	0.06134453781512605	0.0700280112044818	0.060504201680672276	0.05938375350140056	0.06358543417366946	0.06582633053221289	0.056022408963585436	0.06694677871148459	0.05826330532212885	0.060504201680672276	0.06806722689075631	0.060504201680672276	0.060504201680672276	0.056022408963585436	0.07759103641456583	0.06358543417366946	0.06694677871148459	0.05490196078431373	0.0	0.056022408963585436	0.06470588235294118	0.05378151260504201	0.050700280112044825	0.052941176470588235	0.050700280112044825	0.0
D5ARP7	0.08095238095238094	0.08739495798319327	0.7226890756302521	0.7478991596638656	0.06358543417366946	0.06582633053221289	0.07450980392156863	0.6554621848739496	0.0	0.06890756302521009	0.08515406162464986	0.07871148459383753	0.10028011204481792	0.05938375350140056	0.07871148459383753	0.07871148459383753	0.08851540616246499	0.06890756302521009	0.06582633053221289	0.12072829131652661	0.08515406162464986	0.06694677871148459	0.06694677871148459	0.0711484593837535	0.0700280112044818	0.0700280112044818	0.0700280112044818	0.0711484593837535	0.0711484593837535	0.07226890756302522	0.07759103641456583	0.06890756302521009	0.06890756302521009	0.07338935574229692	0.06890756302521009	0.06890756302521009	0.07338935574229692	0.0700280112044818	0.06806722689075631	0.07226890756302522	0.07226890756302522	0.07338935574229692	0.07226890756302522	0.07450980392156863	0.0700280112044818	0.08207282913165266	0.07647058823529412	0.07647058823529412	0.07759103641456583	0.07338935574229692	0.0753501400560224	0.07450980392156863	0.08627450980392157	0.07983193277310924	0.07759103641456583	0.07759103641456583	0.07983193277310924	0.08403361344537816	0.08291316526610645	0.07983193277310924	0.09047619047619047	0.08095238095238094	0.07871148459383753	0.08207282913165266	0.07647058823529412	0.07983193277310924	0.07871148459383753	0.08403361344537816	0.08095238095238094	0.07871148459383753	0.07871148459383753	0.0753501400560224	0.07871148459383753	0.0753501400560224	0.07983193277310924	0.07338935574229692	0.07647058823529412	0.09047619047619047	0.07647058823529412	0.0753501400560224	0.07759103641456583	0.07759103641456583	0.08515406162464986	0.07759103641456583	0.07647058823529412	0.07759103641456583	0.07871148459383753	0.08207282913165266	0.0700280112044818	0.07450980392156863	0.06694677871148459	0.0	0.0700280112044818	0.06582633053221289	0.06890756302521009	0.056022408963585436	0.05714285714285714	0.06358543417366946	0.05714285714285714	0.05938375350140056
D5QVH0	0.26750700280112044	0.05378151260504201	0.0700280112044818	0.052941176470588235	0.22436974789915964	0.21036414565826328	0.24817927170868345	0.08739495798319327	0.06890756302521009	0.0	0.05490196078431373	0.052941176470588235	0.056022408963585436	0.06806722689075631	0.22857142857142856	0.26526610644257703	0.2535014005602241	0.056022408963585436	0.05938375350140056	0.05490196078431373	0.21372549019607842	0.25770308123249297	0.2557422969187675	0.25462184873949584	0.2599439775910364	0.2599439775910364	0.25770308123249297	0.25686274509803925	0.26106442577030814	0.25882352941176473	0.24705882352941178	0.27086834733893556	0.27198879551820726	0.26750700280112044	0.26750700280112044	0.27086834733893556	0.27394957983193274	0.2504201680672269	0.26330532212885155	0.26106442577030814	0.26106442577030814	0.24817927170868345	0.24817927170868345	0.25686274509803925	0.25882352941176473	0.24593837535014004	0.26442577030812325	0.26442577030812325	0.26442577030812325	0.2795518207282913	0.2795518207282913	0.2557422969187675	0.211484593837535	0.21904761904761905	0.22324929971988797	0.2341736694677871	0.2330532212885154	0.2504201680672269	0.25770308123249297	0.25686274509803925	0.25686274509803925	0.26106442577030814	0.26442577030812325	0.2795518207282913	0.2557422969187675	0.25686274509803925	0.26526610644257703	0.27086834733893556	0.26974789915966385	0.26330532212885155	0.27198879551820726	0.2801120448179272	0.27394957983193274	0.26638655462184874	0.26638655462184874	0.26974789915966385	0.27394957983193274	0.2523809523809524	0.25882352941176473	0.2621848739495798	0.24061624649859945	0.2535014005602241	0.24285714285714285	0.26442577030812325	0.2361344537815126	0.21260504201680674	0.2028011204481793	0.21680672268907564	0.23725490196078433	0.21036414565826328	0.25770308123249297	0.34173669467787116	0.33613445378151263	0.4005602240896359	0.4117647058823529	0.21792717086834734	0.21680672268907564	0.24285714285714285	0.25126050420168067	0.15210084033613444
