A2Y4S9	A2Y4S9	234
A2Y4S9	P00054	218
A2Y4S9	P00051	218
A2Y4S9	P00052	217
A2Y4S9	P00061	217
A2Y4S9	P00056	216
A2Y4S9	P00065	216
A2Y4S9	O22642	215
A2Y4S9	P00060	214
A2Y4S9	P00062	213
A2Y4S9	P00059	212
A2Y4S9	P00058	211
A2Y4S9	P00070	211
A2Y4S9	P00057	211
A2Y4S9	P00068	210
A2Y4S9	P00063	210
A2Y4S9	P00064	209
A2Y4S9	P00053	207
A2Y4S9	O23138	207
A2Y4S9	P00067	204
A2Y4S9	P00074	204
A2Y4S9	P00069	204
A2Y4S9	P00072	203
A2Y4S9	P00073	197
A2Y4S9	P00071	197
A2Y4S9	P00066	195
A2Y4S9	P00075	182
A2Y4S9	P00040	154
A2Y4S9	P00015	152
A2Y4S9	P00014	150
A2Y4S9	P00002	149
A2Y4S9	P00018	149
A2Y4S9	P00038	149
A2Y4S9	P00007	148
A2Y4S9	P00019	148
A2Y4S9	P00039	147
A2Y4S9	P00013	147
A2Y4S9	P00022	147
A2Y4S9	P00011	147
A2Y4S9	P00036	147
A2Y4S9	P00037	147
A2Y4S9	P00017	146
A2Y4S9	P00020	146
A2Y4S9	P00008	146
A2Y4S9	P00004	146
A2Y4S9	P00003	146
A2Y4S9	P00021	146
A2Y4S9	P00012	146
A2Y4S9	B4USV4	145
A2Y4S9	P00026	145
A2Y4S9	P00035	145
A2Y4S9	P00047	142
A2Y4S9	P00048	141
A2Y4S9	P00028	141
A2Y4S9	P00046	141
A2Y4S9	P00025	140
A2Y4S9	P00030	139
A2Y4S9	P00029	139
A2Y4S9	P00044	137
A2Y4S9	P00049	137
A2Y4S9	P00024	137
A2Y4S9	P00031	137
A2Y4S9	P00042	136
A2Y4S9	P00027	136
A2Y4S9	O93863	135
A2Y4S9	P00032	135
A2Y4S9	O13393	135
A2Y4S9	P00041	132
A2Y4S9	P00045	132
A2Y4S9	A8WQY3	130
A2Y4S9	P00043	130
A2Y4S9	P00078	127
A2Y4S9	P00076	124
A2Y4S9	P00077	123
A2Y4S9	A8X769	123
A2Y4S9	P00083	110
A2Y4S9	P00080	109
A2Y4S9	P00082	102
A2Y4S9	P00084	100
A2Y4S9	D5QVH0	95.5
A2Y4S9	P00085	92.4
A2Y4S9	P00081	90.9
A2Y4S9	P00079	89.0
A2Y4S9	P00089	84.3
A2Y4S9	P00088	82.4
A2Y4S9	P00086	73.6
A2Y4S9	P00087	73.6
A2Y4S9	P00090	60.8
A2Y4S9	D5ARP7	28.9
A2Y4S9	A8HZ17	27.7
A2Y4S9	O69583	27.3
A2Y4S9	A4YQU0	26.9
A2Y4S9	M1V1V5	25.0
A2Y4S9	D5WYQ5	23.9
A2Y4S9	O50651	23.9
A2Y4S9	D3NRE7	21.9
A2Y4S9	O34215	21.2
A2Y4S9	O06844	19.2
A4VND9	A4VND9	436
A4VND9	D5WYQ6	146
A4VND9	D3NRE7	34.7
A4VND9	O34215	34.3
A4VND9	D5ARP7	31.2
A4VND9	P00032	29.3
A4VND9	O50651	28.9
A4VND9	P00029	26.2
A4VND9	P00037	26.2
A4VND9	O69583	26.9
A4VND9	A4YQU0	26.6
A4VND9	P00040	25.4
A4VND9	O06844	25.4
A4VND9	B4USV4	25.0
A4VND9	M1V1V5	25.8
A4VND9	P00038	24.3
A4VND9	A8HZ17	25.0
A4VND9	D5WYQ5	25.0
A4VND9	P00047	23.9
A4VND9	P00014	23.9
A4VND9	P00068	23.9
A4VND9	P00036	23.5
A4VND9	P00035	23.5
A4VND9	P00028	23.5
A4VND9	P00017	23.1
A4VND9	P00004	23.1
A4VND9	P00008	23.1
A4VND9	P00007	23.1
A4VND9	P00022	23.1
A4VND9	P00027	22.7
A4VND9	P00015	22.7
A4VND9	P00011	22.7
A4VND9	P00013	22.7
A4VND9	P00090	22.7
A4VND9	P00012	22.7
A4VND9	P00003	22.7
A4VND9	P00002	22.7
A4VND9	P00041	22.3
A4VND9	P00030	22.3
A4VND9	P00052	22.3
A4VND9	P00048	22.3
A4VND9	P00018	22.3
A4VND9	P00025	22.3
A4VND9	P00024	21.9
A4VND9	P00020	21.9
A4VND9	O22642	22.3
A4VND9	P00061	21.9
A4VND9	P00019	21.9
A4VND9	P00063	21.9
A4VND9	P00021	21.9
A4VND9	P00043	21.9
A4VND9	P00039	21.6
A4VND9	P00031	21.6
A4VND9	P00058	21.6
A4VND9	O23138	21.6
A4VND9	P00067	21.6
A4VND9	P00046	21.6
A4VND9	P00026	21.2
A4VND9	P00064	21.6
A4VND9	P00089	21.2
A4VND9	P00066	21.2
A4VND9	P00087	20.8
A4VND9	P00072	20.8
A4VND9	P00086	20.4
A4VND9	A2Y4S9	20.4
A4VND9	P00073	20.4
A4VND9	P00060	20.4
A4VND9	P00051	20.4
A4VND9	P00056	20.4
A4VND9	P00070	20.4
A4VND9	P00065	20.0
A4VND9	A8WQY3	20.0
A4VND9	P00080	20.0
A4VND9	P00088	20.0
A4VND9	P00054	20.0
A4VND9	P00084	20.0
A4VND9	P00075	20.0
A4VND9	P00079	20.0
A4VND9	P00057	20.0
A4VND9	P00074	20.0
A4VND9	P00069	19.2
A4VND9	D5QVH0	19.2
A4VND9	P00053	18.9
A4VND9	P00071	18.5
A4VND9	P00059	18.5
A4VND9	P00083	18.1
A4VND9	P00085	18.1
A4VND9	P00049	17.3
A4YQU0	A4YQU0	595
A4YQU0	A8HZ17	357
A4YQU0	D3NRE7	296
A4YQU0	D5ARP7	258
A4YQU0	O69583	44.3
A4YQU0	M1V1V5	35.4
A4YQU0	D5WYQ6	34.3
A4YQU0	P00015	32.0
A4YQU0	P00032	31.6
A4YQU0	P00041	31.2
A4YQU0	P00035	31.2
A4YQU0	P00036	31.2
A4YQU0	P00038	30.4
A4YQU0	P00029	30.4
A4YQU0	P00049	30.0
A4YQU0	P00037	30.4
A4YQU0	P00024	30.0
A4YQU0	P00040	30.0
A4YQU0	P00039	29.6
A4YQU0	P00025	29.6
A4YQU0	P00026	29.3
A4YQU0	O93863	29.3
A4YQU0	P00004	28.9
A4YQU0	P00028	28.9
A4YQU0	P00075	28.9
A4YQU0	P00012	28.9
A4YQU0	P00011	28.9
A4YQU0	P00027	28.9
A4YQU0	P00053	28.9
A4YQU0	B4USV4	28.5
A4YQU0	P00022	28.5
A4YQU0	P00008	28.5
A4YQU0	P00007	28.5
A4YQU0	P00013	28.5
A4YQU0	P00030	28.5
A4YQU0	P00031	28.5
A4YQU0	P00020	28.5
A4YQU0	P00014	28.1
A4YQU0	O34215	29.6
A4YQU0	P00017	28.1
A4YQU0	P00019	28.1
A4YQU0	P00021	28.1
A4YQU0	P00018	28.1
A4YQU0	P00047	28.1
A4YQU0	O23138	27.7
A4YQU0	P00069	27.7
A4YQU0	P00058	27.7
A4YQU0	D5WYQ5	28.5
A4YQU0	P00066	27.3
A4YQU0	A8X769	27.3
A4YQU0	P00059	26.9
