# BLASTP 2.16.0+
# Query: Q27749
# Database: ../data/H1_seqs_cuted.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 27 hits found
Q27749	Q27749	100.000	137	0	0	1	137	1	137	4.18e-99	273
Q27749	P02290	91.724	145	4	1	1	137	1	145	5.73e-93	258
Q27749	P06145	80.714	140	24	1	1	137	1	140	3.65e-68	195
Q27749	P06146	80.147	136	25	1	2	137	10	143	1.51e-65	188
Q27749	P16887	77.465	142	24	2	2	137	5	144	4.22e-65	187
Q27749	P07794	83.333	102	17	0	36	137	23	124	7.90e-63	181
Q27749	P02287	68.182	132	27	2	11	137	2	123	1.27e-62	180
Q27749	P35068	81.633	98	18	0	40	137	26	123	1.63e-61	177
Q27749	Q93079	65.468	139	33	4	1	137	1	126	5.53e-61	176
Q27749	Q64478	66.917	133	32	3	7	137	4	126	6.74e-61	176
Q27749	P16888	86.813	91	12	0	47	137	33	123	1.34e-58	170
Q27749	P48989	55.970	134	49	1	3	136	5	128	4.79e-57	166
Q27749	Q6FWM8	55.882	136	50	1	1	136	1	126	4.95e-57	166
Q27749	Q74ZL5	57.576	132	47	2	5	136	7	129	3.58e-56	164
Q27749	P02293	55.224	134	50	1	3	136	5	128	7.07e-56	163
Q27749	P04913	55.970	134	46	1	3	136	4	124	8.57e-56	163
Q27749	Q6CK60	55.906	127	52	1	10	136	7	129	5.90e-55	161
Q27749	P13281	100.000	26	0	0	1	26	1	26	2.74e-13	52.4
Q27749	Q74ZL4	24.176	91	59	2	26	111	4	89	0.26	21.9
Q27749	Q6FWM7	28.205	39	24	1	77	111	52	90	0.39	21.6
Q27749	P04909	28.205	39	24	1	77	111	52	90	0.47	21.2
Q27749	P04911	28.205	39	24	1	77	111	52	90	0.51	21.2
Q27749	P04908	25.641	39	25	1	77	111	51	89	2.0	19.2
Q27749	Q8CGP6	25.641	39	25	1	77	111	51	89	2.1	19.2
Q27749	Q9ULR3	33.333	24	16	0	92	115	434	457	4.6	18.9
Q27749	Q3HNG7	63.636	11	4	0	29	39	65	75	7.7	18.1
Q27749	P53551	34.286	35	20	2	48	82	179	210	8.8	17.7
# BLASTP 2.16.0+
# Query: P02287
# Database: ../data/H1_seqs_cuted.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 29 hits found
P02287	P02287	100.000	123	0	0	1	123	1	123	3.73e-90	249
P02287	Q93079	77.869	122	27	0	2	123	5	126	1.15e-67	192
P02287	Q64478	77.049	122	28	0	2	123	5	126	3.51e-67	191
P02287	P07794	87.379	103	13	0	21	123	22	124	4.63e-66	188
P02287	P35068	86.139	101	14	0	23	123	23	123	1.37e-64	184
P02287	P16888	87.619	105	13	0	19	123	19	123	2.74e-63	181
P02287	P06145	86.813	91	12	0	33	123	50	140	5.85e-60	173
P02287	P02290	85.714	91	13	0	33	123	55	145	1.54e-59	172
P02287	P48989	67.188	128	36	1	1	122	1	128	2.57e-59	171
P02287	P16887	87.912	91	11	0	33	123	54	144	4.27e-59	171
P02287	Q27749	84.615	91	14	0	33	123	47	137	6.60e-59	171
P02287	P06146	67.969	128	28	1	9	123	16	143	3.74e-58	169
P02287	P02293	74.510	102	26	0	21	122	27	128	5.95e-58	168
P02287	Q6FWM8	74.510	102	26	0	21	122	25	126	7.76e-58	167
P02287	P04913	73.874	111	26	1	15	122	14	124	1.70e-57	167
P02287	Q74ZL5	75.000	100	25	0	23	122	30	129	2.64e-57	166
P02287	Q6CK60	74.747	99	25	0	24	122	31	129	2.46e-56	164
P02287	P0CN98	40.000	40	20	2	58	97	54	89	0.006	26.6
P02287	P04735	41.026	39	19	2	59	97	54	88	0.010	25.8
P02287	Q6FWM7	38.462	39	20	2	59	97	56	90	0.019	25.0
P02287	P04908	35.897	39	21	2	59	97	55	89	0.028	24.6
P02287	Q8CGP6	35.897	39	21	2	59	97	55	89	0.030	24.6
P02287	P04909	35.000	40	22	2	58	97	55	90	0.030	24.6
P02287	Q74ZL4	35.897	39	21	2	59	97	55	89	0.040	24.3
P02287	P04911	35.897	39	21	2	59	97	56	90	0.044	23.9
P02287	Q86QH9	50.000	18	9	0	10	27	25	42	3.9	18.5
P02287	Q05831	50.000	18	9	0	10	27	25	42	6.2	18.1
P02287	P53551	31.429	35	21	2	34	68	179	210	8.3	17.7
P02287	Q3HNG7	50.000	14	7	0	102	115	279	292	8.9	17.7
# BLASTP 2.16.0+
# Query: P02290
# Database: ../data/H1_seqs_cuted.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 29 hits found
P02290	P02290	100.000	145	0	0	1	145	1	145	1.81e-104	287
P02290	Q27749	91.724	145	4	1	1	145	1	137	6.06e-93	258
P02290	P06145	82.014	139	25	0	7	145	2	140	2.11e-69	198
P02290	P06146	78.231	147	26	3	1	145	1	143	2.58e-66	191
P02290	P16887	77.083	144	29	2	2	145	5	144	7.30e-66	189
P02290	P07794	84.314	102	16	0	44	145	23	124	3.27e-63	182
P02290	P02287	83.673	98	16	0	48	145	26	123	7.78e-63	181
P02290	P35068	81.633	98	18	0	48	145	26	123	9.15e-62	178
P02290	Q64478	65.441	136	32	3	12	145	4	126	1.30e-61	178
P02290	Q93079	64.964	137	33	3	11	145	3	126	1.51e-61	178
P02290	P16888	89.011	91	10	0	55	145	33	123	1.35e-59	173
P02290	Q6FWM8	53.425	146	46	2	1	144	1	126	2.18e-56	165
P02290	P04913	58.140	129	48	1	16	144	2	124	7.45e-56	163
P02290	P48989	72.165	97	27	0	48	144	32	128	1.21e-55	163
P02290	Q74ZL5	56.923	130	49	1	15	144	7	129	1.25e-55	163
P02290	P02293	71.134	97	28	0	48	144	32	128	4.40e-55	162
P02290	Q6CK60	70.103	97	29	0	48	144	33	129	1.18e-54	160
P02290	P13281	80.000	30	1	1	1	30	1	25	2.72e-09	42.4
P02290	P0CN98	35.897	39	21	1	85	119	51	89	0.029	25.0
P02290	Q6FWM7	33.333	39	22	1	85	119	52	90	0.050	24.3
P02290	Q74ZL4	30.769	39	23	1	85	119	51	89	0.11	23.1
P02290	P04909	30.769	39	23	1	85	119	52	90	0.12	23.1
P02290	P04911	30.769	39	23	1	85	119	52	90	0.13	23.1
P02290	P04735	33.333	39	22	1	85	119	50	88	0.16	22.7
P02290	P04908	28.205	39	24	1	85	119	51	89	0.51	21.2
P02290	Q8CGP6	28.205	39	24	1	85	119	51	89	0.57	21.2
P02290	Q9ULR3	33.333	24	16	0	100	123	434	457	8.2	18.1
P02290	Q99284	55.000	20	8	1	6	24	3	22	8.7	17.3
P02290	P34225	41.176	17	10	0	101	117	283	299	9.2	17.7
# BLASTP 2.16.0+
# Query: P04735
# Database: ../data/H1_seqs_cuted.faa
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 26 hits found
P04735	P04735	100.000	125	0	0	1	125	1	125	2.08e-89	247
P04735	Q8CGP6	86.614	127	14	2	1	125	1	126	2.41e-75	212
P04735	P04908	86.614	127	14	2	1	125	1	126	3.00e-75	212
P04735	Q74ZL4	75.397	126	30	1	1	125	1	126	1.40e-68	195
P04735	P04909	76.613	124	28	1	3	125	4	127	1.27e-65	187
P04735	P04911	79.279	111	23	0	15	125	17	127	1.80e-65	187
P04735	Q6FWM7	80.909	110	21	0	15	124	17	126	2.85e-65	186
P04735	P0CN98	79.070	129	23	2	1	125	1	129	6.35e-64	183
P04735	P02287	41.026	39	19	2	54	88	59	97	0.010	25.8
P04735	Q93079	38.462	39	20	2	54	88	62	100	0.013	25.4
P04735	Q64478	38.462	39	20	2	54	88	62	100	0.014	25.4
P04735	P35068	26.506	83	58	1	6	88	18	97	0.014	25.4
P04735	P07794	37.500	40	21	2	53	88	59	98	0.019	25.0
P04735	Q74ZL5	35.897	39	21	1	50	88	70	104	0.031	24.6
P04735	Q6FWM8	35.897	39	21	1	50	88	67	101	0.037	24.3
P04735	P02293	35.897	39	21	1	50	88	69	103	0.044	23.9
P04735	P04913	35.897	39	21	1	50	88	65	99	0.049	23.9
P04735	P48989	35.897	39	21	1	50	88	69	103	0.050	23.9
P04735	Q6CK60	35.897	39	21	1	50	88	70	104	0.059	23.9
P04735	P02290	33.333	39	22	1	50	88	85	119	0.26	21.9
P04735	Q9P8F8	45.000	20	11	0	10	29	127	146	0.48	21.2
P04735	P06145	30.769	39	23	1	50	88	80	114	0.51	21.2
